;DSI
111;0.5533692836761475
112;0.7846211194992065
113;0.7842231392860413
114;0.692047119140625
115;0.7225928902626038
116;0.7533455491065979
117;0.7050837278366089
118;0.7440412640571594
119;0.7756324410438538
120;0.6108822822570801
121;0.7207370400428772
122;0.7026681303977966
124;0.7052229642868042
125;0.7188017964363098
126;0.74101722240448
127;0.7592078447341919
128;0.7210750579833984
129;0.7344752550125122
130;0.7576482892036438
131;0.5181401968002319
132;0.820604145526886
133;0.6512742638587952
134;0.7040108442306519
135;0.7381077408790588
136;0.5102248787879944
137;0.8196549415588379
138;0.7646893262863159
139;0.0644146203994751
140;0.6501268744468689
141;0.6296476721763611
142;0.7152925133705139
143;0.6831272840499878
144;0.6964990496635437
145;0.7652804255485535
147;0.7881995439529419
148;0.7126411199569702
149;0.7144882082939148
150;0.7408863306045532
152;0.6887241005897522
153;0.5642595887184143
154;0.7688358426094055
155;0.5503339767456055
156;0.5961637496948242
157;0.7567105889320374
159;0.6899765133857727
160;0.7083194255828857
161;0.6316565275192261
162;0.7701653242111206
163;0.6267624497413635
164;0.6370634436607361
165;0.7357186675071716
166;0.6911332011222839
167;0.8039594888687134
168;0.790273129940033
169;0.08530718088150024
170;0.7879996299743652
171;0.5854390263557434
172;0.6790022253990173
173;0.7663107514381409
174;0.755310595035553
175;0.6261399388313293
176;0.7867180109024048
177;0.7356873750686646
178;0.7780789732933044
179;0.7847288846969604
180;0.7688897252082825
181;0.705147385597229
182;0.7663734555244446
183;0.550538957118988
184;0.6858516335487366
185;0.7348271608352661
186;0.7613674998283386
187;0.7560936212539673
188;0.6886019110679626
189;0.7430118322372437
190;0.7387010455131531
191;0.7268471121788025
192;0.5631546974182129
193;0.6799263954162598
194;0.6080796718597412
195;0.7396169304847717
196;0.7050344944000244
197;0.7642656564712524
198;0.6921049952507019
199;0.7338894605636597
200;0.7590453624725342
201;0.6549216508865356
202;0.7182721495628357
203;0.7488998174667358
204;0.4985319972038269
205;0.7594131827354431
206;0.6363406777381897
207;0.7133256196975708
208;0.7534127831459045
209;0.7006685733795166
210;0.7717452645301819
211;0.7579331398010254
212;0.7122055292129517
213;0.7356509566307068
214;0.7526699900627136
215;0.7554097175598145
216;0.7759966850280762
217;0.6825116872787476
218;0.6824227571487427
221;0.6296076774597168
222;0.666322648525238
223;0.7217150330543518
224;0.8047155141830444
225;0.6730495691299438
226;0.7409904599189758
227;0.5566666126251221
228;0.7275266051292419
229;0.6948099136352539
230;0.7343415021896362
231;0.7976527214050293
232;0.7604376673698425
233;0.6954690217971802
234;0.6629594564437866
235;0.7646548748016357
237;0.5460070967674255
238;0.5844624638557434
239;0.7233648300170898
240;0.763717532157898
241;0.8023707866668701
242;0.548494815826416
243;0.7906237840652466
244;0.7724373936653137
245;0.7401540279388428
246;0.7205520272254944
247;0.7637014389038086
248;0.654598593711853
249;0.6798662543296814
250;0.6867091059684753
251;0.6783021092414856
252;0.7529212236404419
253;0.7806253433227539
254;0.7324011921882629
255;0.713039755821228
256;0.6808421611785889
257;0.792026937007904
258;0.6021890044212341
259;0.7460522055625916
260;0.7788949012756348
262;0.6812086701393127
263;0.7069746255874634
264;0.6826546788215637
265;0.7517785429954529
266;0.7445231080055237
267;0.7887980937957764
268;0.6255539655685425
269;0.6813656687736511
270;0.6271561980247498
271;0.7372921109199524
272;0.8016044497489929
273;0.7108015418052673
274;0.7085524201393127
275;0.7663450837135315
276;0.7364619970321655
277;0.7057322263717651
278;0.6931284666061401
279;0.7370346784591675
280;0.7697386741638184
281;0.5354509353637695
282;0.7138856053352356
283;0.7196435332298279
284;0.761077880859375
285;0.6738225817680359
286;0.7956455945968628
287;0.7167105078697205
288;0.7591421008110046
289;0.7805018424987793
290;0.7031705379486084
291;0.7271746397018433
292;0.8057051301002502
293;0.7113040685653687
294;0.7233385443687439
295;0.5646751523017883
296;0.6772631406784058
297;0.6193588972091675
298;0.7624672055244446
299;0.7492906451225281
300;0.7822624444961548
301;0.8043921589851379
302;0.6863576769828796
303;0.6958984136581421
304;0.7619460821151733
305;0.501709520816803
306;0.7120680809020996
307;0.4015103280544281
308;0.801925778388977
309;0.7678552269935608
310;0.7397579550743103
311;0.7745537757873535
312;0.6910482048988342
313;0.554645299911499
314;0.746776282787323
315;0.7187385559082031
316;0.7384183406829834
317;0.67179936170578
318;0.7447056770324707
319;0.7087687849998474
320;0.6971521973609924
321;0.7398305535316467
322;0.7515967488288879
323;0.7412726283073425
324;0.8027188777923584
325;0.703474223613739
326;0.7803278565406799
327;0.6824914216995239
328;0.724155604839325
329;0.783632218837738
330;0.7251234650611877
331;0.08749186992645264
332;0.5253614783287048
333;0.748997151851654
334;0.7847818732261658
335;0.754072904586792
336;0.6764611005783081
337;0.6312369704246521
338;0.5718905329704285
339;0.7478227615356445
340;0.5996317863464355
341;0.6174825429916382
342;0.7761654257774353
343;0.8042887449264526
344;0.7711297869682312
345;0.6828828454017639
346;0.7352553606033325
347;0.7081423401832581
348;0.7030755877494812
349;0.6776328086853027
350;0.657791256904602
351;0.5973376035690308
352;0.6988717317581177
353;0.7499337196350098
354;0.7655090093612671
355;0.7393414974212646
356;0.6977794766426086
357;0.6866003274917603
358;0.6484894156455994
359;0.6547738909721375
360;0.7576813697814941
361;0.6997706890106201
362;0.6962316036224365
363;0.7775610089302063
364;0.7449580430984497
366;0.7950459122657776
367;0.6374480128288269
368;0.7833051085472107
369;0.7675970196723938
370;0.7089011073112488
371;0.6757662892341614
372;0.638200044631958
373;0.7256138920783997
375;0.5150051712989807
376;0.7211090326309204
377;0.708337128162384
378;0.6370434761047363
379;0.7514384984970093
380;0.7492064833641052
381;0.8069237470626831
382;0.7601817846298218
383;0.5623334050178528
384;0.7536246180534363
385;0.7857577800750732
386;0.6372753381729126
387;0.6144909262657166
388;0.7303735017776489
389;0.7562291026115417
390;0.7712484002113342
391;0.7939028143882751
392;0.7455393075942993
393;0.5360938906669617
394;0.7452991008758545
395;0.6412943005561829
396;0.501025915145874
397;0.6717686057090759
398;0.7562596797943115
399;0.7247902154922485
400;0.6040517687797546
401;0.7713203430175781
402;0.5530614256858826
403;0.7182678580284119
404;0.7318831086158752
405;0.7244985103607178
406;0.7490755915641785
407;0.7620261311531067
408;0.6704989671707153
409;0.6767416596412659
410;0.7200679779052734
411;0.7187275886535645
412;0.791378378868103
413;0.17224028706550598
415;0.5263044238090515
416;0.7231655120849609
417;0.48679110407829285
418;0.7433881759643555
419;0.6574124097824097
420;0.7471113801002502
421;0.6480590105056763
422;0.6611476540565491
423;0.7589284181594849
424;0.736555814743042
425;0.7070246934890747
426;0.6907376646995544
427;0.756067156791687
428;0.7042649388313293
429;0.7222089171409607
430;0.7853807806968689
431;0.7449309229850769
432;0.6671596765518188
433;0.6628457903862
434;0.7848134636878967
435;0.7106941938400269
436;0.5740404725074768
437;0.8123309016227722
438;0.6300795674324036
439;0.7803860902786255
440;0.6222636699676514
441;0.6877489686012268
442;0.6487118005752563
443;0.6723387241363525
444;0.766925036907196
445;0.7269423604011536
446;0.7641289830207825
447;0.7594152092933655
448;0.7473925352096558
449;0.5890388488769531
451;0.5931183099746704
452;0.5790534615516663
453;0.7527195811271667
454;0.7877759337425232
455;0.7668334245681763
456;0.6968953609466553
457;0.7556977868080139
458;0.699722409248352
459;0.8069901466369629
460;0.7324952483177185
461;0.6436308026313782
462;0.7318552732467651
463;0.8014537692070007
464;0.7014812231063843
465;0.757521390914917
466;0.7286847233772278
467;0.7340402603149414
468;0.5495627522468567
469;0.6778849959373474
470;0.5631546974182129
471;0.7267289161682129
472;0.6947670578956604
473;0.7369299530982971
474;0.7051389217376709
475;0.7415660619735718
476;0.7038373947143555
477;0.7743639349937439
478;0.6741912364959717
479;0.6332658529281616
480;0.6167857646942139
481;0.734779953956604
482;0.7787465453147888
483;0.7459906339645386
484;0.5575326085090637
485;0.7473425269126892
486;0.7571324706077576
487;0.6482207775115967
488;0.7024092674255371
489;0.7782814502716064
490;0.692047119140625
491;0.7763837575912476
492;0.5958285331726074
493;0.7767320275306702
494;0.7156446576118469
495;0.6925290822982788
496;0.7190394401550293
497;0.6296998858451843
498;0.7724815607070923
499;0.711060643196106
500;0.7757196426391602
501;0.7043705582618713
502;0.7307945489883423
503;0.7207589149475098
504;0.7705301642417908
505;0.7487950921058655
506;0.6281446218490601
507;0.7821051478385925
508;0.06695950031280518
509;0.6889592409133911
510;0.7432093620300293
511;0.8102961182594299
512;0.7578983306884766
513;0.7283921241760254
514;0.5415668487548828
515;0.6613693833351135
516;0.7132028341293335
517;0.11185207217931747
518;0.5412581562995911
519;0.6850159764289856
520;0.11657410860061646
521;0.6089627146720886
522;0.7015051245689392
523;0.7884293794631958
524;0.6709858775138855
525;0.7017943263053894
526;0.6677690148353577
527;0.7953773140907288
528;0.37801024317741394
529;0.6906973123550415
530;0.7618511319160461
531;0.6761028170585632
532;0.7440335750579834
533;0.7226225137710571
534;0.8258830904960632
535;0.6805388331413269
536;0.6741281151771545
537;0.7462640404701233
538;0.6892831921577454
539;0.7998239994049072
540;0.6918914914131165
541;0.7888057827949524
542;0.6713499426841736
543;0.7586885094642639
544;0.5490533709526062
545;0.8323793411254883
546;0.7215262651443481
547;0.7628532648086548
548;0.7578675150871277
549;0.705645740032196
550;0.7187392115592957
551;0.7539404034614563
552;0.5941905379295349
553;0.5860822200775146
554;0.6815586686134338
555;0.6234023571014404
556;0.7001966238021851
557;0.7768900394439697
558;0.633719801902771
559;0.7340086698532104
560;0.7312611937522888
561;0.7508397102355957
562;0.07716447114944458
563;0.7538953423500061
564;0.7006982564926147
565;0.7348185777664185
566;0.6598988175392151
567;0.6442974209785461
568;0.7023528814315796
569;0.777309000492096
570;0.7896007299423218
571;0.6499388813972473
572;0.756733238697052
573;0.7657001614570618
574;0.7862714529037476
575;0.779033362865448
576;0.667088508605957
577;0.6804938912391663
578;0.8045010566711426
579;0.7583065629005432
580;0.5631546974182129
581;0.7925955057144165
582;0.80394446849823
583;0.7318950295448303
584;0.7491500377655029
585;0.7877421379089355
586;0.7581706643104553
587;0.09175437688827515
588;0.6433109641075134
589;0.5541201829910278
590;0.698643147945404
591;0.7226222157478333
592;0.7374466061592102
593;0.6930736303329468
594;0.7148105502128601
595;0.6769180297851562
596;0.7370772361755371
597;0.1046983003616333
598;0.6957671046257019
599;0.7036909461021423
600;0.7339222431182861
601;0.5885656476020813
602;0.6983317136764526
603;0.7699601650238037
604;0.712500810623169
605;0.7350066900253296
606;0.7410528063774109
607;0.7229739427566528
608;0.7234071493148804
609;0.6570260524749756
610;0.6985361576080322
611;0.7085872888565063
612;0.7140665054321289
613;0.7022268176078796
615;0.7651515007019043
616;0.698517918586731
617;0.6230971813201904
618;0.49684715270996094
619;0.6485278606414795
620;0.7424882650375366
621;0.7655414342880249
622;0.7455819249153137
623;0.7113385200500488
624;0.5308194160461426
625;0.7645972371101379
626;0.105990469455719
627;0.7664032578468323
628;0.6830644607543945
629;0.7103060483932495
630;0.638200044631958
631;0.5771490335464478
632;0.7025682330131531
633;0.6669543385505676
634;0.7632949948310852
635;0.6483895778656006
636;0.7088169455528259
637;0.7775535583496094
638;0.7363665103912354
639;0.7253137230873108
640;0.7426018118858337
641;0.5936315655708313
642;0.7579089403152466
643;0.7803038954734802
644;0.7715967297554016
646;0.6785646080970764
647;0.673014760017395
648;0.6841197609901428
649;0.5914704203605652
650;0.7735006213188171
651;0.7176113724708557
652;0.7036667466163635
653;0.5739896893501282
654;0.7060526609420776
655;0.7587103843688965
656;0.7263170480728149
657;0.7087773084640503
658;0.7273509502410889
659;0.606502890586853
660;0.579830527305603
661;0.7634479999542236
662;0.7624560594558716
663;0.698440432548523
664;0.6741912364959717
665;0.7949014902114868
666;0.6920586824417114
667;0.43883082270622253
668;0.7593494653701782
669;0.694355309009552
670;0.7730199098587036
671;0.7679007649421692
672;0.6515308618545532
673;0.725028932094574
674;0.7777531147003174
675;0.7272586822509766
676;0.0682266354560852
677;0.5421083569526672
678;0.5383063554763794
679;0.6499963998794556
680;0.6010066866874695
681;0.07948887348175049
682;0.7776223421096802
683;0.7707592844963074
684;0.6147480607032776
685;0.7546074986457825
686;0.6497184038162231
687;0.6939803957939148
688;0.7782490849494934
689;0.7306232452392578
690;0.6840804219245911
691;0.7225931882858276
692;0.6492491364479065
693;0.7160226702690125
694;0.6334055066108704
695;0.5401153564453125
696;0.6771033406257629
698;0.7392666339874268
699;0.5446361899375916
700;0.7156249284744263
701;0.6569908857345581
702;0.7452224493026733
703;0.8065815567970276
704;0.7652880549430847
705;0.7583997249603271
706;0.7715957164764404
707;0.08140861988067627
708;0.6357679963111877
709;0.6848069429397583
710;0.7014374136924744
711;0.7390141487121582
713;0.6507629752159119
714;0.7560182213783264
715;0.7091863751411438
716;0.5884619355201721
717;0.7875213027000427
718;0.7613078355789185
719;0.6080411672592163
720;0.7627147436141968
721;0.7985614538192749
722;0.7426182627677917
723;0.47655609250068665
724;0.6636006832122803
725;0.6869571208953857
726;0.6417878866195679
727;0.7461163997650146
728;0.6787181496620178
729;0.7170049548149109
730;0.7922452688217163
731;0.0682266354560852
732;0.7188700437545776
734;0.7418700456619263
735;0.7179965376853943
736;0.7796545624732971
737;0.6660414934158325
738;0.7167777419090271
739;0.7804102897644043
740;0.08311736583709717
741;0.45681238174438477
742;0.644253134727478
743;0.6904224157333374
744;0.6012569069862366
745;0.706854522228241
746;0.6804938912391663
748;0.7582399249076843
749;0.6979474425315857
750;0.8032144904136658
751;0.6844607591629028
752;0.07161551713943481
754;0.7297789454460144
755;0.7639020085334778
756;0.6938586235046387
757;0.6952265501022339
758;0.747314453125
759;0.7901254296302795
760;0.748546302318573
761;0.6590107679367065
762;0.7163636684417725
763;0.7587553858757019
764;0.7064021825790405
765;0.7723941802978516
766;0.7857733368873596
767;0.7021580338478088
768;0.7645766139030457
769;0.7701308131217957
770;0.6149143576622009
771;0.5460190176963806
772;0.7073098421096802
773;0.7674897909164429
774;0.6349233388900757
775;0.7583239674568176
776;0.7570187449455261
777;0.7040782570838928
778;0.7731195688247681
779;0.7554724812507629
780;0.7789638638496399
781;0.7521460056304932
782;0.7846499085426331
783;0.7112186551094055
784;0.7257986664772034
785;0.5668086409568787
786;0.47663018107414246
787;0.782029390335083
788;0.5623275637626648
789;0.7085390090942383
790;0.7411984205245972
791;0.7161840796470642
792;0.6809446811676025
793;0.7858436703681946
794;0.701384425163269
795;0.6729260683059692
796;0.7285634875297546
797;0.7032163143157959
798;0.08749186992645264
799;0.5991895198822021
800;0.7510155439376831
801;0.7138203382492065
802;0.6218634843826294
803;0.7807011008262634
804;0.7754747867584229
805;0.7681096196174622
806;0.769677996635437
808;0.5676336884498596
810;0.7216616868972778
811;0.7948904037475586
812;0.5039398670196533
813;0.6752873659133911
814;0.08277177810668945
815;0.5376288890838623
817;0.5804197788238525
818;0.7556968331336975
819;0.7517504096031189
820;0.7218260765075684
822;0.6999753713607788
823;0.6457704901695251
824;0.5449771285057068
825;0.6077658534049988
826;0.6804148554801941
827;0.7263028025627136
828;0.7276512980461121
829;0.7146663665771484
830;0.5698122382164001
831;0.717180073261261
832;0.7541760802268982
833;0.630769670009613
834;0.6739225387573242
835;0.7377471923828125
836;0.5613402724266052
837;0.714543879032135
838;0.7603869438171387
840;0.7415603995323181
841;0.7238173484802246
842;0.7996978759765625
843;0.6603438854217529
844;0.7550246715545654
845;0.5757505893707275
846;0.7359074950218201
847;0.7484018802642822
848;0.7216804623603821
849;0.7781180739402771
850;0.7034599184989929
851;0.7986119389533997
852;0.6148756146430969
853;0.8028970956802368
854;0.7273032069206238
855;0.7923770546913147
856;0.788811445236206
857;0.7156254053115845
859;0.7169200778007507
860;0.7662642598152161
861;0.7651218175888062
862;0.7228545546531677
863;0.7795044183731079
864;0.8150569796562195
865;0.7648666501045227
866;0.7825837135314941
867;0.7080798745155334
868;0.6796489357948303
869;0.7284727692604065
870;0.737686276435852
871;0.5387085676193237
872;0.711848258972168
873;0.6975892782211304
874;0.7826385498046875
875;0.7310490608215332
876;0.693085253238678
877;0.6335417032241821
878;0.06380665302276611
879;0.6015444993972778
880;0.7400659322738647
881;0.7547325491905212
882;0.5372529625892639
883;0.5724380016326904
884;0.5400646924972534
885;0.5261713862419128
886;0.5424619317054749
887;0.6933656334877014
888;0.572204053401947
889;0.742216944694519
890;0.5829592347145081
891;0.7742828726768494
893;0.7618058323860168
894;0.6492727398872375
895;0.725723147392273
896;0.6671182513237
897;0.6958675384521484
898;0.7568733096122742
899;0.7849112749099731
900;0.7633923888206482
901;0.7067997455596924
902;0.7542881369590759
903;0.7714872360229492
904;0.6903607845306396
905;0.7967817783355713
906;0.6283058524131775
907;0.694182813167572
908;0.5157567262649536
909;0.7675568461418152
910;0.7643380165100098
911;0.12593287229537964
912;0.77311772108078
913;0.6472569108009338
914;0.6631137132644653
915;0.7939090132713318
916;0.7279453873634338
917;0.7968666553497314
918;0.7767038345336914
919;0.7174955606460571
920;0.6961022019386292
921;0.7118353843688965
922;0.0962212085723877
923;0.7696435451507568
924;0.6836363673210144
925;0.7524711489677429
926;0.7570182085037231
927;0.8182729482650757
928;0.7925885915756226
929;0.578962504863739
930;0.6507532596588135
931;0.712565004825592
932;0.7712525725364685
933;0.7358711957931519
934;0.5844449400901794
935;0.7766625881195068
936;0.775496780872345
937;0.5661624073982239
940;0.7646825313568115
941;0.6869524121284485
942;0.7033151984214783
943;0.7741900682449341
944;0.5937132835388184
945;0.8053886890411377
946;0.7221136093139648
947;0.47723063826560974
948;0.6672476530075073
949;0.7432339191436768
950;0.8204969167709351
951;0.6267370581626892
952;0.6823260188102722
953;0.6803212761878967
954;0.6712003350257874
955;0.7523678541183472
956;0.6172139048576355
957;0.7651243209838867
958;0.5470082759857178
959;0.736167311668396
960;0.7806926369667053
961;0.3637671172618866
962;0.12246014922857285
963;0.75095534324646
964;0.6761491894721985
965;0.6480017304420471
966;0.7191135883331299
967;0.7551999092102051
968;0.6566646695137024
969;0.6809095740318298
970;0.5809714198112488
971;0.7663971781730652
972;0.7832978963851929
973;0.7598849534988403
974;0.7292604446411133
975;0.7855085730552673
976;0.7474822998046875
977;0.7481279969215393
978;0.7585377097129822
979;0.7154315114021301
980;0.712984025478363
981;0.7760990262031555
982;0.7162880897521973
983;0.7234835624694824
984;0.4740677773952484
985;0.7659067511558533
986;0.7043644785881042
987;0.7516367435455322
988;0.7208117246627808
989;0.7300021648406982
990;0.7352192401885986
991;0.7951979637145996
992;0.6755461096763611
993;0.7371146082878113
994;0.7553949952125549
995;0.7882149815559387
996;0.7170815467834473
997;0.6549719572067261
999;0.3930586278438568
1000;0.6605290174484253
1001;0.6645627617835999
1002;0.7535770535469055
1003;0.8098865747451782
1004;0.6921733021736145
1005;0.735268771648407
1006;0.770477294921875
1007;0.5564720630645752
1008;0.3970448970794678
1009;0.7075837254524231
1010;0.5922936201095581
1011;0.7366288900375366
1012;0.6299358606338501
1013;0.781275749206543
1014;0.5683366060256958
1015;0.548494815826416
1016;0.7961700558662415
1017;0.6879125237464905
1018;0.8129425048828125
1019;0.7464587688446045
1020;0.747384786605835
1021;0.4919995367527008
1022;0.7293351888656616
1023;0.7059771418571472
1024;0.6659647226333618
1025;0.6850445866584778
1026;0.7629324793815613
1027;0.7596928477287292
1028;0.683546245098114
1029;0.7122002840042114
1030;0.6625034809112549
1031;0.7518624663352966
1032;0.7614558935165405
1033;0.09713232517242432
1034;0.8072802424430847
1035;0.6950827240943909
1036;0.6004893183708191
1037;0.7177422642707825
1038;0.6722511649131775
1039;0.7850485444068909
1040;0.5599331855773926
1042;0.4796879291534424
1043;0.7432198524475098
1044;0.7251043319702148
1045;0.7382468581199646
1046;0.6849273443222046
1047;0.6058096289634705
1048;0.7364442348480225
1049;0.6660901308059692
1050;0.7817981243133545
1051;0.6869524121284485
1052;0.7130028009414673
1053;0.7276415824890137
1054;0.6972213387489319
1055;0.7394007444381714
1056;0.7634000182151794
1057;0.7794802188873291
1058;0.06456542015075684
1059;0.7846665978431702
1060;0.6532408595085144
1061;0.6257239580154419
1062;0.7232694625854492
1063;0.698009729385376
1064;0.7296491861343384
1066;0.679381251335144
1067;0.7061558961868286
1068;0.73659348487854
1069;0.7018457055091858
1070;0.6268838047981262
1071;0.6936874985694885
1072;0.7601506114006042
1073;0.0776626467704773
1074;0.7655689716339111
1075;0.6595266461372375
1076;0.6544816493988037
1077;0.7449610233306885
1078;0.7803982496261597
1079;0.5295389890670776
1080;0.7118851542472839
1081;0.7696877717971802
1082;0.7631025910377502
1083;0.7977665662765503
1084;0.6395924091339111
1085;0.6947218775749207
1086;0.728704571723938
1087;0.7084169983863831
1088;0.72325199842453
1089;0.53182452917099
1091;0.7172078490257263
1092;0.7610169053077698
1093;0.6483898758888245
1094;0.7803663015365601
1095;0.7749623656272888
1096;0.749729573726654
1097;0.572204053401947
1098;0.7567331790924072
1099;0.47579243779182434
1100;0.8093501925468445
1101;0.5328194499015808
1102;0.7211281657218933
1103;0.7212835550308228
1104;0.7871093153953552
1105;0.7218246459960938
1106;0.7832404375076294
1107;0.7092382311820984
1108;0.5931472778320312
1109;0.7405532002449036
1110;0.7569258213043213
1111;0.6926469206809998
1112;0.5771687626838684
1113;0.47579243779182434
1114;0.7337928414344788
1115;0.7422289848327637
1116;0.7411267757415771
1117;0.8115851879119873
1118;0.7416076064109802
1119;0.7976222634315491
1120;0.8021779656410217
1121;0.706734299659729
1122;0.7669007778167725
1123;0.7795964479446411
1124;0.5290674567222595
1125;0.6301764845848083
1126;0.7485940456390381
1127;0.7505258917808533
1128;0.5375105738639832
1129;0.6350944638252258
1130;0.7627881169319153
1131;0.7139435410499573
1132;0.7099213004112244
1133;0.7458430528640747
1134;0.7292654514312744
1135;0.692047119140625
1136;0.7719144821166992
1137;0.7022188901901245
1138;0.7670204043388367
1139;0.7363048195838928
1140;0.6166923642158508
1142;0.7967817187309265
1143;0.7516945004463196
1144;0.6969707012176514
1145;0.7444361448287964
1146;0.6865810751914978
1147;0.7094603776931763
1148;0.7378051280975342
1149;0.6874369978904724
1150;0.8279820680618286
1151;0.6918256282806396
1152;0.6475756764411926
1154;0.744251012802124
1155;0.7165787816047668
1156;0.7052285671234131
1157;0.7521436214447021
1158;0.7094383239746094
1159;0.6852256655693054
1160;0.7571792006492615
1161;0.778555691242218
1162;0.7381100058555603
1163;0.7476446628570557
1164;0.7833706140518188
1165;0.7442876696586609
1166;0.7896019220352173
1167;0.7017534971237183
1168;0.6595246195793152
1169;0.5992105603218079
1170;0.7786206007003784
1171;0.7754653692245483
1172;0.6849110126495361
1173;0.7618895769119263
1174;0.5307307839393616
1175;0.6521261930465698
1176;0.8106859922409058
1177;0.5468131899833679
1178;0.7729420065879822
1179;0.8078457713127136
1180;0.5418075919151306
1181;0.7745289206504822
1182;0.5400866270065308
1183;0.743598997592926
1184;0.7710441946983337
1185;0.7558927536010742
1186;0.7874682545661926
1187;0.779386579990387
1188;0.7169478535652161
1189;0.7419642806053162
1190;0.770880401134491
1191;0.5969805121421814
1192;0.7192839980125427
1193;0.7862011194229126
1194;0.6723538041114807
1195;0.5763586759567261
1196;0.5910532474517822
1197;0.5964809060096741
1198;0.8098235130310059
1199;0.7833492159843445
1200;0.7758942246437073
1201;0.6626226902008057
1202;0.7636702060699463
1204;0.7585917711257935
1205;0.7288704514503479
1206;0.7463628649711609
1207;0.6855058670043945
1208;0.5558403134346008
1209;0.742537260055542
1210;0.6451590061187744
1211;0.7286122441291809
1212;0.7805620431900024
1213;0.5478323101997375
1214;0.7922958731651306
1215;0.789954423904419
1216;0.7096772193908691
1217;0.7627988457679749
1218;0.7630241513252258
1219;0.6566339731216431
1220;0.7230443954467773
1221;0.7062466740608215
1222;0.5572568774223328
1223;0.7381085753440857
1224;0.7694530487060547
1225;0.5090017318725586
1226;0.7213670611381531
1227;0.8163836598396301
1228;0.7392710447311401
1229;0.7903767824172974
1230;0.6423624157905579
1231;0.6247615814208984
1232;0.7043663859367371
1234;0.08584821224212646
1235;0.7301560640335083
1236;0.5406498312950134
1238;0.7934485673904419
1239;0.7393962740898132
1241;0.7796472907066345
1242;0.4795321226119995
1243;0.7448176145553589
1244;0.7316798567771912
1245;0.7268801927566528
1246;0.7842456102371216
1247;0.7133277654647827
1248;0.6748265027999878
1249;0.6574885845184326
1250;0.7055502533912659
1251;0.6478580236434937
1252;0.684428334236145
1254;0.7348645925521851
1255;0.7356264591217041
1256;0.7330500483512878
1257;0.7400460839271545
1258;0.7652336359024048
1259;0.7653009295463562
1260;0.7264475226402283
1261;0.7659981846809387
1262;0.7184144854545593
1264;0.8230637311935425
1265;0.7368394136428833
1266;0.7791408896446228
1267;0.729557991027832
1268;0.6003499031066895
1269;0.0529211163520813
1270;0.6589996814727783
1271;0.7731462121009827
1272;0.7392893433570862
1273;0.7624544501304626
1274;0.5949246883392334
1275;0.7129438519477844
1276;0.6586122512817383
1277;0.6538711786270142
1278;0.5888691544532776
1279;0.7166067361831665
1280;0.6806192398071289
1281;0.5712637901306152
1282;0.7187385559082031
1283;0.713675320148468
1284;0.703902542591095
1285;0.7362377643585205
1286;0.7455020546913147
1287;0.7671204805374146
1288;0.7149897813796997
1289;0.6659055352210999
1290;0.7495795488357544
1291;0.6670799851417542
1292;0.7529925107955933
1293;0.6717692017555237
1294;0.6727094650268555
1295;0.8281261920928955
1297;0.7666159868240356
