;ArticleTitle;Question;Answer;DifficultyFromQuestioner;DifficultyFromAnswerer;ArticleFile;BT_Level;CharacterNumber;WordNumber;CommonWordNumber;UniqueWordNumber;TTR;CTTR;DMetric;SyllableNumber;SentenceNumber;MeanSentenceLength;FRES;FKGL;ARI;QA;inf_droberta;inf_minilm;inf_mpnet
44;Abraham_Lincoln;did lincoln 's wife 's family support slavery ?;yes;hard;medium;S08_set3_a4;Knowledge;47;9;0.4444444444444444;8;0.8888888888888888;1.885618083164127;0.027777777777777776;13;1;47.0;36.93000000000001;19.78444444444445;248.1266666666667;did lincoln 's wife 's family support slavery ? yes;0.98506796;0.8883925;0.9223681
45;Amedeo_Avogadro;who is most noted for his contributions to the theory of molarity and molecular weight ?;amedeo avogadro;;medium;S08_set4_a8;Evaluation;88;16;0.625;16;1.0;2.82842712474619;0.0;26;1;88.0;-19.95999999999998;37.905;281.71000000000004;who is most noted for his contributions to the theory of molarity and molecular weight ? amedeo avogadro;0.86655647;0.86704844;0.87229383
46;Amedeo_Avogadro;who graduated in ecclesiastical law at the early age of 20 and began to practice ?;amedeo avogadro;;medium;S08_set4_a8;Knowledge;82;16;0.75;16;1.0;2.82842712474619;0.0;25;1;82.0;-8.582499999999982;34.8275;261.04750000000007;who graduated in ecclesiastical law at the early age of 20 and began to practice ? amedeo avogadro;0.84355485;0.8518968;0.8106348
47;Amedeo_Avogadro;who graduated in ecclesiastical law at the early age of 20 and began to practice ?;blah;;easy;S08_set4_a8;Knowledge;82;16;0.75;16;1.0;2.82842712474619;0.0;25;1;82.0;-8.582499999999982;34.8275;261.04750000000007;who graduated in ecclesiastical law at the early age of 20 and began to practice ? blah;0.94690853;0.9671797;0.9184702
48;Amedeo_Avogadro;when did he publish another memoria ?;1821;;medium;S08_set4_a8;Knowledge;37;7;0.42857142857142855;7;1.0;1.8708286933869707;0.0;11;1;37.0;36.33714285714288;17.382857142857144;246.11714285714285;when did he publish another memoria ? 1821;0.8014038;0.89444566;0.8222469
49;Amedeo_Avogadro;when did he become a professor ?;1820;;medium;S08_set4_a8;Knowledge;32;7;0.5714285714285714;7;1.0;1.8708286933869707;0.0;10;1;32.0;53.49785714285716;13.747142857142858;209.9742857142857;when did he become a professor ? 1820;0.8549006;0.91313976;0.83994687
50;Amedeo_Avogadro;is it true that he became a professor in 1820 ?;yes;;easy;S08_set4_a8;Evaluation;47;11;0.6363636363636364;11;1.0;2.345207879911715;0.0;13;1;47.0;59.14818181818181;16.68545454545455;203.40545454545457;is it true that he became a professor in 1820 ? yes;0.9934767;0.98399466;0.98023605
51;Amedeo_Avogadro;was lorenzo romano amedeo carlo avogadro an italian savant ?;yes;;easy;S08_set4_a8;Synthesis;60;10;0.2;10;1.0;2.23606797749979;0.0;22;1;60.0;-40.184999999999974;33.769999999999996;291.26000000000005;was lorenzo romano amedeo carlo avogadro an italian savant ? yes;0.9849659;0.9676277;0.96987164
52;Amedeo_Avogadro;was amedeo avogadro born in turin august 9th 1776 to a noble ancient family of piedmont , italy ?;yes;;easy;S08_set4_a8;Synthesis;97;19;0.3684210526315789;19;1.0;3.0822070014844885;0.0;29;1;97.0;-20.74631578947364;40.25052631578947;267.6178947368421;was amedeo avogadro born in turin august 9th 1776 to a noble ancient family of piedmont , italy ? yes;0.9811797;0.97056586;0.95823926
53;Amedeo_Avogadro;is he most noted for his contributions to the theory of molarity and molecular weight ?;yes;;easy;S08_set4_a8;Evaluation;87;16;0.625;16;1.0;2.82842712474619;0.0;26;1;87.0;-18.94499999999998;37.515;278.26625;is he most noted for his contributions to the theory of molarity and molecular weight ? yes;0.98735845;0.9661807;0.95391047
54;Amedeo_Avogadro;was king victor emmanuel iii there to pay homage to avogadro ?;yes;;easy;S08_set4_a8;Evaluation;62;12;0.5;11;0.9166666666666666;2.2453655975512468;0.015151515151515152;20;1;62.0;2.9050000000000296;28.256666666666664;253.01000000000002;was king victor emmanuel iii there to pay homage to avogadro ? yes;0.987653;0.9696462;0.9785783
55;Amedeo_Avogadro;is avogadro 's number commonly used to compute the results of chemical reactions ?;yes;;easy;S08_set4_a8;Evaluation;82;14;0.35714285714285715;14;1.0;2.6457513110645903;0.0;25;1;82.0;-27.466428571428565;37.46142857142857;295.5314285714286;is avogadro 's number commonly used to compute the results of chemical reactions ? yes;0.9937538;0.98110336;0.983696
56;Amedeo_Avogadro;did the scientific community not reserve great attention to his theory ?;yes;;easy;S08_set4_a8;Analysis;72;12;0.5;12;1.0;2.4494897427831783;0.0;21;1;72.0;-14.294999999999987;33.14;297.26000000000005;did the scientific community not reserve great attention to his theory ? yes;0.9740263;0.98826337;0.97555363
57;Amedeo_Avogadro;was king victor emmanuel iii there to pay homage to avogadro ?;yes;;easy;S08_set4_a8;Evaluation;62;12;0.5;11;0.9166666666666666;2.2453655975512468;0.015151515151515152;20;1;62.0;2.9050000000000296;28.256666666666664;253.01000000000002;was king victor emmanuel iii there to pay homage to avogadro ? yes;0.987653;0.9696462;0.9785783
58;Amedeo_Avogadro;can the title of this famous 1811 paper be roughly translated into english ?;yes;;easy;S08_set4_a8;Comprehension;76;14;0.5;14;1.0;2.6457513110645903;0.0;20;1;76.0;8.83785714285716;30.907142857142862;272.34571428571434;can the title of this famous 1811 paper be roughly translated into english ? yes;0.9917898;0.95195025;0.977057
59;Amedeo_Avogadro;what happened in 1833 ?;avogadro had been recalled to turin university;;medium;S08_set4_a8;Knowledge;23;5;0.4;5;1.0;1.5811388300841895;0.0;5;1;23.0;98.89000000000001;5.180000000000003;206.82;what happened in 1833 ? avogadro had been recalled to turin university;0.6117421;0.55601484;0.5705315
60;Amedeo_Avogadro;what happened in 1833 ?;blah blah blah;;hard;S08_set4_a8;Knowledge;23;5;0.4;5;1.0;1.5811388300841895;0.0;5;1;23.0;98.89000000000001;5.180000000000003;206.82;what happened in 1833 ? blah blah blah;0.92859477;0.9313457;0.86728364
61;Anders_Celsius;who determined the dependence of the boiling of water with atmospheric pressure ?;anders celsius;;medium;S08_set4_a5;Analysis;81;13;0.5384615384615384;11;0.8461538461538461;2.1572774865200244;0.02564102564102564;25;1;81.0;-38.07230769230766;38.69230769230769;312.6292307692308;who determined the dependence of the boiling of water with atmospheric pressure ? anders celsius;0.9093013;0.91908795;0.9352584
62;Anders_Celsius;what is named after him ?;the celsius crater on the moon;;medium;S08_set4_a5;Knowledge;25;6;0.6666666666666666;6;1.0;1.7320508075688774;0.0;7;1;25.0;82.76000000000002;7.926666666666666;187.41;what is named after him ? the celsius crater on the moon;0.6785661;0.5025751;0.63701963
63;Anders_Celsius;when did he publish a collection ?;1733;;easy;S08_set4_a5;Knowledge;34;7;0.5714285714285714;7;1.0;1.8708286933869707;0.0;9;1;34.0;63.553571428571445;12.841428571428573;224.43142857142857;when did he publish a collection ? 1733;0.80742085;0.89913553;0.8062974
64;Anders_Celsius;is it true that he published a collection in 1738 ?;no;;easy;S08_set4_a5;Evaluation;51;11;0.6363636363636364;11;1.0;2.345207879911715;0.0;13;1;51.0;55.08818181818184;18.245454545454546;222.53272727272727;is it true that he published a collection in 1738 ? no;0.98819673;0.9894765;0.98681796
65;Anders_Celsius;is it true that thermometer had 100 for the freezing point ?;yes;;easy;S08_set4_a5;Application;60;12;0.6666666666666666;12;1.0;2.4494897427831783;0.0;14;1;60.0;47.235000000000014;21.57666666666667;244.16;is it true that thermometer had 100 for the freezing point ? yes;0.9930241;0.9865866;0.9815202
66;Anders_Celsius;was celsius born in uppsala in sweden ?;yes;;easy;S08_set4_a5;Knowledge;39;8;0.5;7;0.875;1.75;0.03571428571428571;11;1;39.0;50.92500000000001;15.845000000000002;227.7725;was celsius born in uppsala in sweden ? yes;0.98123956;0.9696582;0.9539803
67;Anders_Celsius;was anders celsius ( november 27 , 1701 april 25 , 1744 ) a swedish astronomer ?;yes;;easy;S08_set4_a5;Synthesis;80;17;0.11764705882352941;16;0.9411764705882353;2.743977362280141;0.007352941176470588;17;1;80.0;41.035000000000025;27.41;240.3070588235294;was anders celsius ( november 27 , 1701 april 25 , 1744 ) a swedish astronomer ? yes;0.99025416;0.9842925;0.957204
68;Anders_Celsius;is the celsius crater on the moon named after him ?;yes;;easy;S08_set4_a5;Knowledge;51;11;0.6363636363636364;10;0.9090909090909091;2.1320071635561044;0.01818181818181818;14;1;51.0;47.397272727272764;19.318181818181817;222.53272727272727;is the celsius crater on the moon named after him ? yes;0.99005806;0.9571202;0.9525414
69;Anders_Celsius;who was the first to perform and publish careful experiments aiming at the definition of an international temperature scale on scientific grounds ?;anders celsius;;medium;S08_set4_a5;Evaluation;147;23;0.5652173913043478;22;0.9565217391304348;3.243723035407737;0.003952569169960474;44;1;147.0;-104.21347826086952;64.31391304347827;353.1904347826087;who was the first to perform and publish careful experiments aiming at the definition of an international temperature scale on scientific grounds ? anders celsius;0.9352901;0.9412659;0.9497383
70;Anders_Celsius;the celsius crater on the moon is what ?;named after him;;medium;S08_set4_a5;Comprehension;40;9;0.6666666666666666;8;0.8888888888888888;1.885618083164127;0.027777777777777776;10;1;40.0;72.23500000000001;13.121111111111112;207.99333333333334;the celsius crater on the moon is what ? named after him;0.8295251;0.92686343;0.798345
71;Anders_Celsius;is the celsius crater on the moon named after him ?;yes;;easy;S08_set4_a5;Knowledge;51;11;0.6363636363636364;10;0.9090909090909091;2.1320071635561044;0.01818181818181818;14;1;51.0;47.397272727272764;19.318181818181817;222.53272727272727;is the celsius crater on the moon named after him ? yes;0.99005806;0.9571202;0.9525414
72;Anders_Celsius;had his thermometer 100 for the freezing point of water and 0 for the boiling point ?;yes it had;;easy;S08_set4_a5;Comprehension;85;17;0.6470588235294118;14;0.8235294117647058;2.4009801919951235;0.022058823529411766;20;1;85.0;21.030588235294132;31.44235294117647;256.66;had his thermometer 100 for the freezing point of water and 0 for the boiling point ? yes it had;0.9496393;0.9430857;0.9362914
73;Anders_Celsius;was celsius born in uppsala in sweden ?;yes;;easy;S08_set4_a5;Knowledge;39;8;0.5;7;0.875;1.75;0.03571428571428571;11;1;39.0;50.92500000000001;15.845000000000002;227.7725;was celsius born in uppsala in sweden ? yes;0.98123956;0.9696582;0.9539803
74;Anders_Celsius;is the celsius crater on the moon named after him ?;yes;;easy;S08_set4_a5;Knowledge;51;11;0.6363636363636364;10;0.9090909090909091;2.1320071635561044;0.01818181818181818;14;1;51.0;47.397272727272764;19.318181818181817;222.53272727272727;is the celsius crater on the moon named after him ? yes;0.99005806;0.9571202;0.9525414
75;Anders_Celsius;did he not determine the dependence of the boiling of water with atmospheric pressure ( in excellent agreement with modern data ) ?;yes he did;;easy;S08_set4_a5;Analysis;131;23;0.5652173913043478;20;0.8695652173913043;2.9488391230979425;0.011857707509881422;39;1;131.0;-69.58217391304342;55.50869565217391;312.4252173913044;did he not determine the dependence of the boiling of water with atmospheric pressure ( in excellent agreement with modern data ) ? yes he did;0.9876801;0.9834873;0.9721259
76;Anders_Celsius;what happened from 1730 to 1744 ?;he was professor of astronomy at uppsala university;;easy;S08_set4_a5;Knowledge;33;7;0.42857142857142855;7;1.0;1.8708286933869707;0.0;6;1;33.0;100.8257142857143;7.394285714285719;217.20285714285714;what happened from 1730 to 1744 ? he was professor of astronomy at uppsala university;0.5541666;0.4993021;0.53868866
77;Anders_Celsius;what happened in 1745 ?;the scale was reversed;;medium;S08_set4_a5;Knowledge;23;5;0.4;5;1.0;1.5811388300841895;0.0;5;1;23.0;98.89000000000001;5.180000000000003;206.82;what happened in 1745 ? the scale was reversed;0.75860715;0.82765514;0.7865356
78;beetle;are beetles insects ?;yes;easy;easy;S08_set1_a8;Knowledge;21;4;0.25;4;1.0;1.414213562373095;0.0;6;1;21.0;58.62000000000002;10.3;236.43499999999997;are beetles insects ? yes;0.9785081;0.94271684;0.94467354
79;beetle;are beetles insects ?;yes;easy;easy;S08_set1_a8;Knowledge;21;4;0.25;4;1.0;1.414213562373095;0.0;6;1;21.0;58.62000000000002;10.3;236.43499999999997;are beetles insects ? yes;0.9785081;0.94271684;0.94467354
80;beetle;can beetles be found in polar regions ?;no;easy;hard;S08_set1_a8;Application;39;8;0.5;8;1.0;2.0;0.0;10;1;39.0;61.5;14.370000000000001;227.7725;can beetles be found in polar regions ? no;0.98643005;0.97249573;0.9683037
81;beetle;can beetles be found in polar regions ?;no;easy;easy;S08_set1_a8;Application;39;8;0.5;8;1.0;2.0;0.0;10;1;39.0;61.5;14.370000000000001;227.7725;can beetles be found in polar regions ? no;0.98643005;0.97249573;0.9683037
82;beetle;do beetles antennae function primarily as organs of smell ?;yes;easy;easy;S08_set1_a8;Comprehension;59;10;0.4;10;1.0;2.23606797749979;0.0;17;1;59.0;3.130000000000024;27.480000000000008;286.05;do beetles antennae function primarily as organs of smell ? yes;0.9889723;0.98174167;0.98589224
83;beetle;do beetles antennae function primarily as organs of smell ?;yes;easy;easy;S08_set1_a8;Comprehension;59;10;0.4;10;1.0;2.23606797749979;0.0;17;1;59.0;3.130000000000024;27.480000000000008;286.05;do beetles antennae function primarily as organs of smell ? yes;0.9889723;0.98174167;0.98589224
84;beetle;what are the three sections of a beetle ?;the head , the thorax , and the abdomen;medium;medium;S08_set1_a8;Knowledge;41;9;0.6666666666666666;9;1.0;2.121320343559643;0.0;11;1;41.0;61.820000000000036;14.822222222222226;213.7266666666667;what are the three sections of a beetle ? the head , the thorax , and the abdomen;0.8994262;0.84914285;0.87001896
